GTOD,GATG,GHTG,SESI,SGNM,SEWN,GDAT,SEST,SEWT,,,
930,46,95,3,0,3,1,0,3,,Marshall,Toledo
750,63,114,3,1,3,2,0,3,,NC State,Wisconsin
750,35,64,3,2,3,2,0,3,,Illinois,North Texas
750,54,14,3,3,3,2,0,3,,Minnesota,Bowling Green
750,4,74,3,4,3,2,0,3,,Arizona,Oregon
750,28,31,3,5,3,2,0,3,,Florida State,Georgia Tech
750,20,109,3,6,3,2,0,3,,Cincinnati,Wake Forest
750,39,70,3,7,3,2,0,3,,Kansas,Ohio State
750,55,77,3,8,3,2,0,3,,Mississippi State,Pittsburgh
750,99,73,3,9,3,2,0,3,,UCLA,Ole Miss
750,65,44,3,10,3,2,0,3,,UL Monroe,Louisville
750,85,48,3,11,3,2,0,3,,Southern Miss,Memphis
750,38,37,3,12,3,2,0,3,,Iowa State,Iowa
750,108,6,3,13,3,2,0,3,,Virginia Tech,Arkansas
750,80,33,3,14,3,2,0,3,,Rutgers,Houston
750,7,5,3,15,3,2,0,3,,Arkansas State,Arizona State
750,29,27,3,16,3,2,0,3,,Fresno State,Florida
750,30,84,3,17,3,2,0,3,,Georgia,South Carolina
750,58,111,3,18,3,2,0,3,,Nebraska,Washington State
750,10,102,3,19,3,2,0,3,,Ball State,USC
750,88,59,3,20,3,2,0,3,,Syracuse,Nevada
930,12,144,3,21,3,2,0,3,,Boise State,USF
930,79,69,3,22,3,2,0,3,,Rice,Ohio
930,66,143,3,23,3,2,0,3,,Northern Illinois,Troy
930,41,68,3,24,3,2,0,3,,Kent State,Notre Dame
930,18,25,3,25,3,2,0,3,,UCF,ECU
930,83,89,3,26,3,2,0,3,,SMU,TCU
930,45,81,3,27,3,2,0,3,,LSU,San Diego State
930,61,76,3,28,3,2,0,3,,New Mexico State,Penn State
930,36,90,3,29,3,2,0,3,,Indiana,Temple
930,72,67,3,30,3,2,0,3,,Oklahoma State,Northwestern
930,110,91,3,31,3,2,0,3,,Washington,Tennessee
930,43,62,3,32,3,2,0,3,,Louisiana Tech,North Carolina
1080,94,51,3,33,3,2,0,3,,Texas Tech,Michigan
1080,2,26,3,34,3,2,0,3,,Akron,Eastern Michigan
1080,3,42,3,35,3,2,0,3,,Alabama,Kentucky
1080,57,87,3,36,3,2,0,3,,Navy,Stanford
1080,34,32,3,37,3,2,0,3,,Idaho,Hawaii
1080,75,96,3,38,3,2,0,3,,Oregon State,Tulane
1080,107,1,3,39,3,2,0,3,,Virginia,Air Force
1080,24,103,3,40,3,2,0,3,,Duke,Utah
1080,78,50,3,41,3,2,0,3,,Purdue,Miami University
1080,21,49,3,42,3,2,0,3,,Clemson,Miami
1080,17,23,3,43,3,2,0,3,,Cal,Colorado State
1200,47,82,3,44,3,2,0,3,,Maryland,San Jose State
1200,106,9,3,45,3,2,0,3,,Vanderbilt,Auburn
1200,86,98,3,46,3,2,0,3,,UL Lafayette,UAB
1200,15,100,3,47,3,2,0,3,,Buffalo,Connecticut
1200,60,16,3,48,3,2,0,3,,New Mexico,BYU
1200,97,104,3,49,3,2,0,3,,Tulsa,Utah State
1200,115,112,3,50,3,2,0,3,,Wyoming,West Virginia
1200,71,52,3,51,3,2,0,3,,Oklahoma,Michigan State
750,82,59,3,0,4,0,0,4,,San Jose State,Nevada
750,95,40,3,1,4,2,0,4,,Toledo,Kansas State
750,97,94,3,2,4,2,0,4,,Tulsa,Texas Tech
750,22,7,3,3,4,2,0,4,,Colorado,Arkansas State
750,3,85,3,4,4,2,0,4,,Alabama,Southern Miss
750,67,5,3,5,4,2,0,4,,Northwestern,Arizona State
750,65,6,3,6,4,2,0,4,,UL Monroe,Arkansas
750,110,54,3,7,4,2,0,4,,Washington,Minnesota
750,1,115,3,8,4,2,0,4,,Air Force,Wyoming
750,62,76,3,9,4,2,0,4,,North Carolina,Penn State
750,72,70,3,10,4,2,0,4,,Oklahoma State,Ohio State
750,79,84,3,11,4,2,0,4,,Rice,South Carolina
750,60,61,3,12,4,2,0,4,,New Mexico,New Mexico State
750,86,105,3,13,4,2,0,4,,UL Lafayette,UTEP
750,103,38,3,14,4,2,0,4,,Utah,Iowa State
750,101,100,3,15,4,2,0,4,,UNLV,Connecticut
930,25,36,3,16,4,2,0,4,,ECU,Indiana
930,56,4,3,17,4,2,0,4,,Missouri,Arizona
930,99,63,3,18,4,2,0,4,,UCLA,NC State
930,68,52,3,19,4,2,0,4,,Notre Dame,Michigan State
930,75,107,3,20,4,2,0,4,,Oregon State,Virginia
930,13,49,3,21,4,2,0,4,,Boston College,Miami
930,92,32,3,22,4,2,0,4,,Texas,Hawaii
930,24,35,3,23,4,2,0,4,,Duke,Illinois
930,42,48,3,24,4,2,0,4,,Kentucky,Memphis
1080,29,43,3,25,4,2,0,4,,Fresno State,Louisiana Tech
1080,12,108,3,26,4,2,0,4,,Boise State,Virginia Tech
1080,83,69,3,27,4,2,0,4,,SMU,Ohio
1080,64,17,3,28,4,2,0,4,,North Texas,Cal
1080,28,143,3,29,4,2,0,4,,Florida State,Troy
1080,81,15,3,30,4,2,0,4,,San Diego State,Buffalo
1080,80,37,3,31,4,2,0,4,,Rutgers,Iowa
1080,111,104,3,32,4,2,0,4,,Washington State,Utah State
1080,34,33,3,33,4,2,0,4,,Idaho,Houston
1080,2,51,3,34,4,2,0,4,,Akron,Michigan
1200,113,89,3,35,4,2,0,4,,Western Michigan,TCU
1200,47,90,3,36,4,2,0,4,,Maryland,Temple
1200,18,93,3,37,4,2,0,4,,UCF,Texas A&M
1200,98,16,3,38,4,2,0,4,,UAB,BYU
1200,45,30,3,39,4,2,0,4,,LSU,Georgia
1200,8,96,3,40,4,2,0,4,,Army,Tulane
1200,9,57,3,41,4,2,0,4,,Auburn,Navy
1200,26,11,3,42,4,2,0,4,,Eastern Michigan,Baylor
1200,23,55,3,43,4,2,0,4,,Colorado State,Mississippi State
1200,39,66,3,44,4,2,0,4,,Kansas,Northern Illinois
1200,10,19,3,45,4,2,0,4,,Ball State,Central Michigan
1200,31,21,3,46,4,2,0,4,,Georgia Tech,Clemson
1200,27,91,3,47,4,2,0,4,,Florida,Tennessee
1200,106,41,3,48,4,2,0,4,,Vanderbilt,Kent State
1200,102,114,3,49,4,2,0,4,,USC,Wisconsin
1200,20,74,3,50,4,2,0,4,,Cincinnati,Oregon
750,59,83,3,0,5,2,0,5,,Nevada,SMU
750,3,6,3,1,5,2,0,5,,Alabama,Arkansas
750,16,1,3,2,5,2,0,5,,BYU,Air Force
750,64,86,3,3,5,2,0,5,,North Texas,UL Lafayette
750,31,48,3,4,5,2,0,5,,Georgia Tech,Memphis
750,141,89,3,5,5,2,0,5,,Texas Southern,TCU
750,26,81,3,6,5,2,0,5,,Eastern Michigan,San Diego State
750,17,102,3,7,5,2,0,5,,Cal,USC
750,35,114,3,8,5,2,0,5,,Illinois,Wisconsin
750,55,45,3,9,5,2,0,5,,Mississippi State,LSU
750,8,144,3,10,5,2,0,5,,Army,USF
750,90,60,3,11,5,2,0,5,,Temple,New Mexico
750,104,65,3,12,5,2,0,5,,Utah State,UL Monroe
750,63,62,3,13,5,2,0,5,,NC State,North Carolina
930,24,28,3,14,5,2,0,5,,Duke,Florida State
930,76,54,3,15,5,2,0,5,,Penn State,Minnesota
930,75,5,3,16,5,2,0,5,,Oregon State,Arizona State
930,19,100,3,17,5,2,0,5,,Central Michigan,Connecticut
930,51,36,3,18,5,2,0,5,,Michigan,Indiana
930,50,20,3,19,5,2,0,5,,Miami University,Cincinnati
930,15,2,3,20,5,2,0,5,,Buffalo,Akron
930,105,40,3,21,5,2,0,5,,UTEP,Kansas State
930,74,111,3,22,5,2,0,5,,Oregon,Washington State
930,70,67,3,23,5,2,0,5,,Ohio State,Northwestern
930,53,66,3,24,5,2,0,5,,Mid Tenn State,Northern Illinois
930,98,57,3,25,5,2,0,5,,UAB,Navy
1080,73,10,3,26,5,2,0,5,,Ole Miss,Ball State
1080,11,4,3,27,5,2,0,5,,Baylor,Arizona
1080,29,106,3,28,5,2,0,5,,Fresno State,Vanderbilt
1080,107,109,3,29,5,2,0,5,,Virginia,Wake Forest
1080,101,22,3,30,5,2,0,5,,UNLV,Colorado
1080,39,56,3,31,5,2,0,5,,Kansas,Missouri
1080,115,44,3,32,5,2,0,5,,Wyoming,Louisville
1080,41,18,3,33,5,2,0,5,,Kent State,UCF
1080,47,112,3,34,5,2,0,5,,Maryland,West Virginia
1080,13,58,3,35,5,2,0,5,,Boston College,Nebraska
1080,52,37,3,36,5,2,0,5,,Michigan State,Iowa
1080,96,9,3,37,5,2,0,5,,Tulane,Auburn
1200,77,72,3,38,5,2,0,5,,Pittsburgh,Oklahoma State
1200,82,34,3,39,5,2,0,5,,San Jose State,Idaho
1200,85,14,3,40,5,2,0,5,,Southern Miss,Bowling Green
1200,110,87,3,41,5,2,0,5,,Washington,Stanford
1200,95,92,3,42,5,2,0,5,,Toledo,Texas
1200,69,113,3,43,5,2,0,5,,Ohio,Western Michigan
1200,49,61,3,44,5,2,0,5,,Miami,New Mexico State
1200,43,78,3,45,5,2,0,5,,Louisiana Tech,Purdue
1200,32,79,3,46,5,2,0,5,,Hawaii,Rice
1200,23,103,3,47,5,2,0,5,,Colorado State,Utah
1200,71,80,3,48,5,2,0,5,,Oklahoma,Rutgers
1200,88,46,3,49,5,2,0,5,,Syracuse,Marshall
1200,42,27,3,50,5,2,0,5,,Kentucky,Florida
1200,91,84,3,51,5,2,0,5,,Tennessee,South Carolina
1200,25,33,3,52,5,5,0,5,,ECU,Houston
1080,49,112,3,0,6,0,0,6,,Miami,West Virginia
750,26,113,3,1,6,2,0,6,,Eastern Michigan,Western Michigan
750,23,143,3,2,6,2,0,6,,Colorado State,Troy
750,97,32,3,3,6,2,0,6,,Tulsa,Hawaii
750,27,73,3,4,6,2,0,6,,Florida,Ole Miss
750,50,2,3,5,6,2,0,6,,Miami University,Akron
750,43,12,3,6,6,2,0,6,,Louisiana Tech,Boise State
750,67,54,3,7,6,2,0,6,,Northwestern,Minnesota
750,41,10,3,8,6,2,0,6,,Kent State,Ball State
750,56,53,3,9,6,2,0,6,,Missouri,Mid Tenn State
930,144,44,3,10,6,2,0,6,,USF,Louisville
930,17,75,3,11,6,2,0,6,,Cal,Oregon State
930,64,60,3,12,6,2,0,6,,North Texas,New Mexico
930,18,15,3,13,6,2,0,6,,UCF,Buffalo
930,78,35,3,14,6,2,0,6,,Purdue,Illinois
930,87,68,3,15,6,2,0,6,,Stanford,Notre Dame
930,38,71,3,16,6,2,0,6,,Iowa State,Oklahoma
930,30,3,3,17,6,2,0,6,,Georgia,Alabama
930,81,16,3,18,6,2,0,6,,San Diego State,BYU
930,14,19,3,19,6,2,0,6,,Bowling Green,Central Michigan
930,61,34,3,20,6,2,0,6,,New Mexico State,Idaho
930,96,109,3,21,6,2,0,6,,Tulane,Wake Forest
930,55,106,3,22,6,2,0,6,,Mississippi State,Vanderbilt
930,115,100,3,23,6,2,0,6,,Wyoming,Connecticut
1080,76,114,3,24,6,2,0,6,,Penn State,Wisconsin
1080,48,98,3,25,6,2,0,6,,Memphis,UAB
1080,94,93,3,26,6,2,0,6,,Texas Tech,Texas A&M
1080,99,110,3,27,6,2,0,6,,UCLA,Washington
1080,62,107,3,28,6,2,0,6,,North Carolina,Virginia
1080,103,74,3,29,6,2,0,6,,Utah,Oregon
1080,7,65,3,30,6,2,0,6,,Arkansas State,UL Monroe
1080,89,8,3,31,6,2,0,6,,TCU,Army
1080,25,88,3,32,6,2,0,6,,ECU,Syracuse
1080,5,102,3,33,6,2,0,6,,Arizona State,USC
1080,66,69,3,34,6,2,0,6,,Northern Illinois,Ohio
1080,37,51,3,35,6,2,0,6,,Iowa,Michigan
1080,84,45,3,36,6,2,0,6,,South Carolina,LSU
1200,9,91,3,37,6,2,0,6,,Auburn,Tennessee
1200,111,4,3,38,6,2,0,6,,Washington State,Arizona
1200,52,36,3,39,6,2,0,6,,Michigan State,Indiana
1200,77,46,3,40,6,2,0,6,,Pittsburgh,Marshall
1200,57,1,3,41,6,2,0,6,,Navy,Air Force
1200,13,70,3,42,6,2,0,6,,Boston College,Ohio State
1200,24,95,3,43,6,2,0,6,,Duke,Toledo
1200,59,101,3,44,6,2,0,6,,Nevada,UNLV
1200,83,105,3,45,6,2,0,6,,SMU,UTEP
1200,58,104,3,46,6,2,0,6,,Nebraska,Utah State
1200,31,63,3,47,6,2,0,6,,Georgia Tech,NC State
1200,79,82,3,48,6,2,0,6,,Rice,San Jose State
1200,11,22,3,49,6,2,0,6,,Baylor,Colorado
1200,47,21,3,50,6,2,0,6,,Maryland,Clemson
1200,80,108,3,51,6,2,0,6,,Rutgers,Virginia Tech
1200,20,85,3,52,6,2,0,6,,Cincinnati,Southern Miss
1200,92,40,3,53,6,2,0,6,,Texas,Kansas State
750,16,23,3,0,7,0,0,7,,BYU,Colorado State
930,144,89,3,1,7,1,0,7,,USF,TCU
750,53,61,3,2,7,2,0,7,,Mid Tenn State,New Mexico State
750,45,27,3,3,7,2,0,7,,LSU,Florida
750,19,66,3,4,7,2,0,7,,Central Michigan,Northern Illinois
750,6,9,3,5,7,2,0,7,,Arkansas,Auburn
750,4,99,3,6,7,2,0,7,,Arizona,UCLA
750,34,64,3,7,7,2,0,7,,Idaho,North Texas
750,92,71,3,8,7,2,0,7,,Texas,Oklahoma
750,100,63,3,9,7,2,0,7,,Connecticut,NC State
750,93,11,3,10,7,2,0,7,,Texas A&M,Baylor
750,106,62,3,11,7,2,0,7,,Vanderbilt,North Carolina
750,82,83,3,12,7,2,0,7,,San Jose State,SMU
750,36,67,3,13,7,2,0,7,,Indiana,Northwestern
930,73,143,3,14,7,2,0,7,,Ole Miss,Troy
930,105,43,3,15,7,2,0,7,,UTEP,Louisiana Tech
930,102,87,3,16,7,2,0,7,,USC,Stanford
930,46,41,3,17,7,2,0,7,,Marshall,Kent State
930,47,24,3,18,7,2,0,7,,Maryland,Duke
930,22,39,3,19,7,2,0,7,,Colorado,Kansas
930,103,81,3,20,7,2,0,7,,Utah,San Diego State
1080,69,18,3,21,7,2,0,7,,Ohio,UCF
1080,112,80,3,22,7,2,0,7,,West Virginia,Rutgers
1080,44,8,3,23,7,2,0,7,,Louisville,Army
1080,72,40,3,24,7,2,0,7,,Oklahoma State,Kansas State
1080,5,74,3,25,7,2,0,7,,Arizona State,Oregon
1080,7,2,3,26,7,2,0,7,,Arkansas State,Akron
1080,95,26,3,27,7,2,0,7,,Toledo,Eastern Michigan
1080,98,20,3,28,7,2,0,7,,UAB,Cincinnati
1080,109,31,3,29,7,2,0,7,,Wake Forest,Georgia Tech
1080,32,29,3,30,7,2,0,7,,Hawaii,Fresno State
1080,113,14,3,31,7,2,0,7,,Western Michigan,Bowling Green
1080,114,70,3,32,7,2,0,7,,Wisconsin,Ohio State
1080,90,13,3,33,7,2,0,7,,Temple,Boston College
1080,68,3,3,34,7,2,0,7,,Notre Dame,Alabama
1200,108,88,3,35,7,2,0,7,,Virginia Tech,Syracuse
1200,84,42,3,36,7,2,0,7,,South Carolina,Kentucky
1200,1,101,3,37,7,2,0,7,,Air Force,UNLV
1200,35,52,3,38,7,2,0,7,,Illinois,Michigan State
1200,54,51,3,39,7,2,0,7,,Minnesota,Michigan
1200,12,97,3,40,7,2,0,7,,Boise State,Tulsa
1200,91,30,3,41,7,2,0,7,,Tennessee,Georgia
1200,56,58,3,42,7,2,0,7,,Missouri,Nebraska
1200,78,76,3,43,7,2,0,7,,Purdue,Penn State
1200,94,38,3,44,7,2,0,7,,Texas Tech,Iowa State
1200,28,49,3,45,7,2,0,7,,Florida State,Miami
1200,50,15,3,46,7,2,0,7,,Miami University,Buffalo
1200,21,107,3,47,7,2,0,7,,Clemson,Virginia
1200,96,33,3,48,7,2,0,7,,Tulane,Houston
1200,86,65,3,49,7,2,0,7,,UL Lafayette,UL Monroe
1200,23,1,3,0,8,0,0,8,,Colorado State,Air Force
750,65,85,3,1,8,2,0,8,,UL Monroe,Southern Miss
750,6,27,3,2,8,2,0,8,,Arkansas,Florida
750,114,78,3,3,8,2,0,8,,Wisconsin,Purdue
750,2,18,3,4,8,2,0,8,,Akron,UCF
750,100,42,3,5,8,2,0,8,,Connecticut,Kentucky
750,26,14,3,6,8,2,0,8,,Eastern Michigan,Bowling Green
750,33,48,3,7,8,2,0,8,,Houston,Memphis
750,58,93,3,8,8,2,0,8,,Nebraska,Texas A&M
750,8,25,3,9,8,2,0,8,,Army,ECU
750,10,50,3,10,8,2,0,8,,Ball State,Miami University
750,81,60,3,11,8,2,0,8,,San Diego State,New Mexico
930,115,16,3,12,8,2,0,8,,Wyoming,BYU
930,89,98,3,13,8,2,0,8,,TCU,UAB
930,54,52,3,14,8,2,0,8,,Minnesota,Michigan State
930,9,55,3,15,8,2,0,8,,Auburn,Mississippi State
930,44,96,3,16,8,2,0,8,,Louisville,Tulane
930,83,12,3,17,8,2,0,8,,SMU,Boise State
930,24,109,3,18,8,2,0,8,,Duke,Wake Forest
930,99,17,3,19,8,2,0,8,,UCLA,Cal
930,97,59,3,20,8,2,0,8,,Tulsa,Nevada
930,15,46,3,21,8,2,0,8,,Buffalo,Marshall
1080,72,94,3,22,8,2,0,8,,Oklahoma State,Texas Tech
1080,66,113,3,23,8,2,0,8,,Northern Illinois,Western Michigan
1080,63,21,3,24,8,2,0,8,,NC State,Clemson
1080,68,57,3,25,8,2,0,8,,Notre Dame,Navy
1080,49,90,3,26,8,2,0,8,,Miami,Temple
1080,80,77,3,27,8,2,0,8,,Rutgers,Pittsburgh
1080,71,56,3,28,8,2,0,8,,Oklahoma,Missouri
1080,73,3,3,29,8,2,0,8,,Ole Miss,Alabama
1080,43,32,3,30,8,2,0,8,,Louisiana Tech,Hawaii
1080,38,92,3,31,8,2,0,8,,Iowa State,Texas
1080,87,111,3,32,8,2,0,8,,Stanford,Washington State
1080,143,53,3,33,8,2,0,8,,Troy,Mid Tenn State
1080,70,37,3,34,8,2,0,8,,Ohio State,Iowa
1080,107,28,3,35,8,2,0,8,,Virginia,Florida State
1080,7,34,3,36,8,2,0,8,,Arkansas State,Idaho
1080,86,61,3,37,8,2,0,8,,UL Lafayette,New Mexico State
1200,19,95,3,38,8,2,0,8,,Central Michigan,Toledo
1200,88,13,3,39,8,2,0,8,,Syracuse,Boston College
1200,101,103,3,40,8,2,0,8,,UNLV,Utah
1200,51,35,3,41,8,2,0,8,,Michigan,Illinois
1200,64,104,3,42,8,2,0,8,,North Texas,Utah State
1200,40,22,3,43,8,2,0,8,,Kansas State,Colorado
1200,39,11,3,44,8,2,0,8,,Kansas,Baylor
1200,75,110,3,45,8,2,0,8,,Oregon State,Washington
1200,144,41,3,46,8,2,0,8,,USF,Kent State
1200,106,30,3,47,8,2,0,8,,Vanderbilt,Georgia
1200,112,108,3,48,8,6,0,8,,West Virginia,Virginia Tech
1200,31,47,3,0,9,0,0,9,,Georgia Tech,Maryland
750,56,94,3,1,9,2,0,9,,Missouri,Texas Tech
750,90,80,3,2,9,2,0,9,,Temple,Rutgers
750,45,9,3,3,9,2,0,9,,LSU,Auburn
750,81,115,3,4,9,2,0,9,,San Diego State,Wyoming
750,33,89,3,5,9,2,0,9,,Houston,TCU
750,36,70,3,6,9,2,0,9,,Indiana,Ohio State
930,41,50,3,7,9,2,0,9,,Kent State,Miami University
930,96,48,3,8,9,2,0,9,,Tulane,Memphis
930,25,44,3,9,9,2,0,9,,ECU,Louisville
930,24,63,3,10,9,2,0,9,,Duke,NC State
930,32,105,3,11,9,2,0,9,,Hawaii,UTEP
930,103,60,3,12,9,2,0,9,,Utah,New Mexico
930,37,76,3,13,9,2,0,9,,Iowa,Penn State
930,11,92,3,14,9,2,0,9,,Baylor,Texas
930,110,102,3,15,9,2,0,9,,Washington,USC
930,85,144,3,16,9,2,0,9,,Southern Miss,USF
930,99,5,3,17,9,2,0,9,,UCLA,Arizona State
930,111,75,3,18,9,2,0,9,,Washington State,Oregon State
930,53,64,3,19,9,2,0,9,,Mid Tenn State,North Texas
930,14,66,3,20,9,2,0,9,,Bowling Green,Northern Illinois
1080,21,62,3,21,9,2,0,9,,Clemson,North Carolina
1080,86,34,3,22,9,2,0,9,,UL Lafayette,Idaho
1080,97,83,3,23,9,2,0,9,,Tulsa,SMU
1080,59,43,3,24,9,2,0,9,,Nevada,Louisiana Tech
1080,51,78,3,25,9,2,0,9,,Michigan,Purdue
1080,58,38,3,26,9,2,0,9,,Nebraska,Iowa State
1080,73,6,3,27,9,2,0,9,,Ole Miss,Arkansas
1080,17,4,3,28,9,2,0,9,,Cal,Arizona
1080,57,100,3,29,9,2,0,9,,Navy,Connecticut
1080,10,95,3,30,9,2,0,9,,Ball State,Toledo
1080,13,68,3,31,9,2,0,9,,Boston College,Notre Dame
1080,20,8,3,32,9,2,0,9,,Cincinnati,Army
1080,77,88,3,33,9,2,0,9,,Pittsburgh,Syracuse
1080,15,69,3,34,9,2,0,9,,Buffalo,Ohio
1080,104,7,3,35,9,2,0,9,,Utah State,Arkansas State
1200,29,79,3,36,9,2,0,9,,Fresno State,Rice
1200,101,16,3,37,9,2,0,9,,UNLV,BYU
1200,18,19,3,38,9,2,0,9,,UCF,Central Michigan
1200,113,46,3,39,9,2,0,9,,Western Michigan,Marshall
1200,28,109,3,40,9,2,0,9,,Florida State,Wake Forest
1200,2,30,3,41,9,2,0,9,,Akron,Georgia
1200,42,55,3,42,9,2,0,9,,Kentucky,Mississippi State
1200,35,54,3,43,9,2,0,9,,Illinois,Minnesota
1200,84,106,3,44,9,2,0,9,,South Carolina,Vanderbilt
1200,3,91,3,45,9,2,0,9,,Alabama,Tennessee
1200,40,39,3,46,9,2,0,9,,Kansas State,Kansas
1200,67,114,3,47,9,2,0,9,,Northwestern,Wisconsin
1200,12,82,3,48,9,2,0,9,,Boise State,San Jose State
1200,22,71,3,49,9,2,0,9,,Colorado,Oklahoma
1200,93,72,3,50,9,2,0,9,,Texas A&M,Oklahoma State
1200,74,87,3,51,9,2,0,9,,Oregon,Stanford
1200,65,61,3,52,9,2,0,9,,UL Monroe,New Mexico State
1200,143,1,3,53,9,2,0,9,,Troy,Air Force
750,102,111,3,0,10,2,0,10,,USC,Washington State
750,95,15,3,1,10,2,0,10,,Toledo,Buffalo
750,143,12,3,2,10,2,0,10,,Troy,Boise State
750,92,58,3,3,10,2,0,10,,Texas,Nebraska
750,71,72,3,4,10,2,0,10,,Oklahoma,Oklahoma State
750,79,59,3,5,10,2,0,10,,Rice,Nevada
750,98,8,3,6,10,2,0,10,,UAB,Army
750,68,88,3,7,10,2,0,10,,Notre Dame,Syracuse
930,5,17,3,8,10,2,0,10,,Arizona State,Cal
930,52,51,3,9,10,2,0,10,,Michigan State,Michigan
930,46,2,3,10,10,2,0,10,,Marshall,Akron
930,104,53,3,11,10,2,0,10,,Utah State,Mid Tenn State
930,105,97,3,12,10,2,0,10,,UTEP,Tulsa
930,87,99,3,13,10,2,0,10,,Stanford,UCLA
930,109,21,3,14,10,2,0,10,,Wake Forest,Clemson
930,83,29,3,15,10,2,0,10,,SMU,Fresno State
930,19,26,3,16,10,2,0,10,,Central Michigan,Eastern Michigan
930,61,7,3,17,10,2,0,10,,New Mexico State,Arkansas State
1080,47,62,3,18,10,2,0,10,,Maryland,North Carolina
1080,37,35,3,19,10,2,0,10,,Iowa,Illinois
1080,113,16,3,20,10,2,0,10,,Western Michigan,BYU
1080,66,10,3,21,10,2,0,10,,Northern Illinois,Ball State
1080,27,30,3,22,10,2,0,10,,Florida,Georgia
1080,112,57,3,23,10,2,0,10,,West Virginia,Navy
1080,1,103,3,24,10,2,0,10,,Air Force,Utah
1080,42,6,3,25,10,2,0,10,,Kentucky,Arkansas
1080,94,22,3,26,10,2,0,10,,Texas Tech,Colorado
1080,78,67,3,27,10,2,0,10,,Purdue,Northwestern
1080,63,107,3,28,10,2,0,10,,NC State,Virginia
1080,82,32,3,29,10,2,0,10,,San Jose State,Hawaii
1080,13,77,3,30,10,2,0,10,,Boston College,Pittsburgh
1080,76,70,3,31,10,2,0,10,,Penn State,Ohio State
1080,144,20,3,32,10,2,0,10,,USF,Cincinnati
1200,60,101,3,33,10,2,0,10,,New Mexico,UNLV
1200,115,23,3,34,10,2,0,10,,Wyoming,Colorado State
1200,54,36,3,35,10,2,0,10,,Minnesota,Indiana
1200,73,84,3,36,10,2,0,10,,Ole Miss,South Carolina
1200,93,39,3,37,10,2,0,10,,Texas A&M,Kansas
1200,110,74,3,38,10,2,0,10,,Washington,Oregon
1200,28,91,3,39,10,2,0,10,,Florida State,Tennessee
1200,100,86,3,40,10,2,0,10,,Connecticut,UL Lafayette
1200,48,25,3,41,10,2,0,10,,Memphis,ECU
1200,56,38,3,42,10,2,0,10,,Missouri,Iowa State
1200,40,11,3,43,10,2,0,10,,Kansas State,Baylor
1200,75,4,3,44,10,2,0,10,,Oregon State,Arizona
1200,108,49,3,45,10,2,0,10,,Virginia Tech,Miami
930,89,44,3,46,10,5,0,10,,TCU,Louisville
1080,50,14,3,47,10,5,0,10,,Miami University,Bowling Green
930,60,23,3,0,11,1,0,11,,New Mexico,Colorado State
750,24,31,3,1,11,2,0,11,,Duke,Georgia Tech
750,102,75,3,2,11,2,0,11,,USC,Oregon State
750,6,84,3,3,11,2,0,11,,Arkansas,South Carolina
750,36,35,3,4,11,2,0,11,,Indiana,Illinois
750,74,17,3,5,11,2,0,11,,Oregon,Cal
750,65,64,3,6,11,2,0,11,,UL Monroe,North Texas
750,113,10,3,7,11,2,0,11,,Western Michigan,Ball State
750,105,82,3,8,11,2,0,11,,UTEP,San Jose State
750,39,58,3,9,11,2,0,11,,Kansas,Nebraska
750,70,52,3,10,11,2,0,11,,Ohio State,Michigan State
750,67,76,3,11,11,2,0,11,,Northwestern,Penn State
750,57,32,3,12,11,2,0,11,,Navy,Hawaii
750,19,2,3,13,11,2,0,11,,Central Michigan,Akron
750,59,29,3,14,11,2,0,11,,Nevada,Fresno State
930,45,68,3,15,11,2,0,11,,LSU,Notre Dame
930,77,108,3,16,11,2,0,11,,Pittsburgh,Virginia Tech
930,43,83,3,17,11,2,0,11,,Louisiana Tech,SMU
930,88,90,3,18,11,2,0,11,,Syracuse,Temple
930,98,96,3,19,11,2,0,11,,UAB,Tulane
930,62,109,3,20,11,2,0,11,,North Carolina,Wake Forest
930,78,37,3,21,11,2,0,11,,Purdue,Iowa
930,4,110,3,22,11,2,0,11,,Arizona,Washington
930,33,85,3,23,11,2,0,11,,Houston,Southern Miss
930,100,143,3,24,11,2,0,11,,Connecticut,Troy
930,9,73,3,25,11,2,0,11,,Auburn,Ole Miss
930,111,99,3,26,11,2,0,11,,Washington State,UCLA
1080,27,106,3,27,11,2,0,11,,Florida,Vanderbilt
1080,21,28,3,28,11,2,0,11,,Clemson,Florida State
1080,15,66,3,29,11,2,0,11,,Buffalo,Northern Illinois
1080,71,93,3,30,11,2,0,11,,Oklahoma,Texas A&M
1080,72,92,3,31,11,2,0,11,,Oklahoma State,Texas
1080,38,40,3,32,11,2,0,11,,Iowa State,Kansas State
1080,61,104,3,33,11,2,0,11,,New Mexico State,Utah State
1080,79,97,3,34,11,2,0,11,,Rice,Tulsa
1080,87,5,3,35,11,2,0,11,,Stanford,Arizona State
1080,26,18,3,36,11,2,0,11,,Eastern Michigan,UCF
1080,34,53,3,37,11,2,0,11,,Idaho,Mid Tenn State
1200,25,144,3,38,11,2,0,11,,ECU,USF
1200,55,3,3,39,11,2,0,11,,Mississippi State,Alabama
1200,69,41,3,40,11,2,0,11,,Ohio,Kent State
1200,22,56,3,41,11,2,0,11,,Colorado,Missouri
1200,1,8,3,42,11,2,0,11,,Air Force,Army
1200,11,94,3,43,11,2,0,11,,Baylor,Texas Tech
